Temperature,Velocity,Server_1_Power,Server_2_Power,Server_3_Power,Server_4_Power,Server_5_Power,Server_6_Power,Server_7_Power,Server_8_Power,Server_9_Power,Server_10_Power,Server_11_Power,Server_12_Power,images
299,1.75,75,0,100,75,75,100,0,75,0,75,50,75,dp406
290,2.22,100,100,0,75,0,0,50,50,100,0,100,75,dp407
295,2.65,0,0,75,75,100,100,75,100,75,0,0,50,dp408
299,2.22,0,75,100,50,100,75,0,50,75,50,50,0,dp409
295,2.65,75,100,50,50,100,75,50,50,50,75,75,100,dp410
290,2.65,75,75,0,100,50,75,50,50,0,75,100,75,dp411
295,1.75,50,100,75,50,50,0,0,0,50,75,0,75,dp412
295,1.75,0,100,100,0,50,0,0,50,100,75,0,50,dp413
295,2.22,0,50,75,75,100,50,50,100,100,50,100,75,dp414
295,1.75,0,75,100,50,50,75,50,100,75,50,0,0,dp415
290,1.75,100,50,100,75,0,75,50,100,100,100,75,0,dp416
295,2.65,75,75,50,50,50,0,0,50,50,0,100,0,dp417
295,1.75,0,0,50,100,0,50,75,75,0,75,100,75,dp418
299,2.65,75,100,0,0,100,100,100,75,100,50,75,0,dp419
295,2.65,0,0,75,50,100,100,0,0,75,50,100,75,dp420
299,2.65,100,0,100,50,50,0,50,50,75,100,0,0,dp421
290,2.22,0,0,0,50,75,0,75,75,50,0,50,0,dp422
290,2.22,50,75,0,100,75,100,75,50,0,75,50,0,dp423
290,2.22,0,75,0,75,0,100,50,100,75,100,75,0,dp424
290,2.65,0,75,100,0,50,0,50,100,50,50,50,50,dp425
299,2.22,0,50,0,50,75,100,50,75,50,50,50,75,dp426
295,2.22,100,75,100,50,0,50,100,75,50,75,75,75,dp427
290,1.75,50,75,75,50,75,50,100,100,100,75,0,0,dp428
295,2.22,75,0,50,0,75,75,50,100,75,50,0,0,dp429
299,2.22,50,50,75,0,50,0,50,0,100,75,0,100,dp430
299,2.65,0,0,100,0,0,75,100,100,50,0,75,0,dp431
299,2.65,0,50,0,75,75,50,0,75,0,0,0,50,dp432
290,2.65,0,75,0,75,0,75,75,0,0,75,100,50,dp433
295,2.65,100,100,0,50,100,0,100,100,0,0,0,50,dp434
295,2.65,100,0,75,100,75,50,0,75,50,0,75,75,dp435
295,2.65,50,0,0,75,75,75,0,50,50,0,100,50,dp436
299,2.22,75,100,100,50,100,100,50,50,100,75,0,100,dp437
290,2.65,100,75,100,100,0,0,0,50,50,0,0,50,dp438
299,2.65,75,100,100,0,75,50,0,75,75,75,50,50,dp439
299,1.75,100,100,75,75,50,100,75,100,100,75,50,75,dp440
295,2.22,75,100,75,50,75,50,50,100,0,0,100,75,dp441
299,2.22,100,50,0,100,75,100,0,100,100,0,50,50,dp442
295,2.22,0,100,0,50,75,100,50,100,0,75,0,75,dp443
290,2.65,100,100,0,75,75,100,0,75,100,50,0,50,dp444
295,2.65,0,100,75,75,75,0,100,50,100,50,0,0,dp445
290,2.65,50,50,50,100,50,0,0,75,50,100,100,100,dp446
295,1.75,75,0,100,0,75,50,50,50,100,50,100,75,dp447
299,2.65,75,100,0,50,50,50,100,75,50,75,50,50,dp448
299,1.75,100,0,100,50,50,0,75,75,50,75,50,0,dp449
290,2.22,0,50,0,100,100,0,50,50,0,75,100,75,dp450
290,2.65,50,50,75,0,75,75,100,100,75,75,50,100,dp451
290,1.75,100,50,0,100,100,0,100,100,0,0,75,50,dp452
295,1.75,50,0,0,100,75,75,0,100,100,50,50,100,dp453
295,2.65,50,0,100,50,75,100,100,75,0,75,100,0,dp454
290,2.22,50,50,50,100,75,0,50,0,100,50,100,75,dp455
299,2.22,100,100,75,0,75,75,100,0,50,75,0,75,dp456
295,2.22,75,75,75,100,0,0,0,75,100,75,75,0,dp457
295,1.75,75,50,75,50,75,100,100,0,75,50,50,75,dp458
295,1.75,50,100,50,0,100,100,100,75,75,100,75,50,dp459
290,1.75,75,75,100,0,0,0,50,75,0,100,0,0,dp460
290,1.75,75,75,75,50,50,0,75,0,100,100,75,75,dp461
290,2.22,100,75,50,50,75,100,0,75,75,0,75,0,dp462
290,2.65,100,50,100,50,0,50,100,50,0,50,75,100,dp463
290,1.75,75,0,50,75,75,50,50,100,75,75,0,100,dp464
299,1.75,0,75,0,75,75,0,0,50,50,50,75,0,dp465
299,2.22,100,75,100,0,75,100,100,50,50,50,75,0,dp466
290,2.65,0,50,50,50,100,50,100,0,75,75,75,75,dp467
295,2.65,100,100,50,100,50,50,75,100,100,50,50,0,dp468
290,2.22,0,50,0,0,50,50,100,50,50,75,100,100,dp469
299,2.22,100,75,50,100,100,0,100,50,50,0,100,100,dp470
299,2.65,100,75,100,50,50,75,75,100,0,75,75,100,dp471
295,1.75,100,75,0,75,100,100,75,0,75,75,100,0,dp472
299,2.65,50,0,75,75,75,0,100,75,75,0,50,50,dp473
290,2.22,100,100,75,0,75,100,0,0,100,50,50,0,dp474
295,1.75,75,50,75,50,50,75,100,50,50,75,100,50,dp475
290,1.75,50,100,50,100,100,75,0,100,75,0,50,0,dp476
290,2.22,100,100,100,100,100,75,100,75,50,100,100,0,dp477
295,2.22,50,100,100,50,75,100,0,100,0,0,100,100,dp478
290,2.22,0,50,50,100,75,50,100,50,75,100,75,100,dp479
299,2.65,75,50,50,75,75,75,100,50,100,50,0,100,dp480
290,2.65,50,50,100,100,50,100,75,100,100,100,50,75,dp481
295,1.75,0,0,75,75,75,50,0,75,50,0,100,50,dp482
295,2.22,0,50,0,0,100,50,75,100,100,0,75,50,dp483
295,1.75,75,75,75,75,75,0,0,100,0,100,100,50,dp484
290,1.75,75,0,50,0,100,0,75,100,100,50,75,100,dp485
295,1.75,75,0,75,100,50,100,75,75,100,75,0,100,dp486
295,1.75,50,100,0,0,0,0,0,50,75,0,0,100,dp487
290,2.22,50,50,75,50,100,100,75,100,0,0,100,75,dp488
299,1.75,50,75,50,100,100,0,50,75,100,75,0,50,dp489
290,2.22,50,100,50,100,0,50,100,75,100,50,0,50,dp490
295,2.22,50,100,75,50,75,100,75,100,0,75,75,0,dp491
295,2.65,75,0,50,100,0,75,0,75,50,0,50,100,dp492
290,2.22,75,75,50,100,0,0,75,50,50,0,100,100,dp493
299,2.65,0,0,50,100,0,0,75,0,0,100,50,100,dp494
295,2.22,50,75,0,75,50,100,100,75,50,75,75,0,dp495
295,2.22,75,0,0,100,0,0,100,75,50,50,50,75,dp496
295,2.22,0,50,75,0,100,50,0,50,50,50,0,75,dp497
290,2.65,0,50,0,100,75,0,100,75,100,75,0,100,dp498
295,2.65,50,100,75,0,75,100,100,50,0,0,100,0,dp499
299,1.75,50,75,0,100,75,75,50,100,0,100,75,100,dp500
290,1.75,0,0,0,0,0,0,0,0,0,0,0,0,dp501
290,2.22,0,0,0,0,0,0,0,0,0,0,0,0,dp502
290,2.65,0,0,0,0,0,0,0,0,0,0,0,0,dp503
295,1.75,0,0,0,0,0,0,0,0,0,0,0,0,dp504
295,2.22,0,0,0,0,0,0,0,0,0,0,0,0,dp505
295,2.65,0,0,0,0,0,0,0,0,0,0,0,0,dp506
299,1.75,0,0,0,0,0,0,0,0,0,0,0,0,dp507
299,2.22,0,0,0,0,0,0,0,0,0,0,0,0,dp508
299,2.65,0,0,0,0,0,0,0,0,0,0,0,0,dp509
290,1.75,50,50,50,50,50,50,50,50,50,50,50,50,dp510
290,2.22,50,50,50,50,50,50,50,50,50,50,50,50,dp511
290,2.65,50,50,50,50,50,50,50,50,50,50,50,50,dp512
295,1.75,50,50,50,50,50,50,50,50,50,50,50,50,dp513
295,2.22,50,50,50,50,50,50,50,50,50,50,50,50,dp514
295,2.65,50,50,50,50,50,50,50,50,50,50,50,50,dp515
299,1.75,50,50,50,50,50,50,50,50,50,50,50,50,dp516
299,2.22,50,50,50,50,50,50,50,50,50,50,50,50,dp517
299,2.65,50,50,50,50,50,50,50,50,50,50,50,50,dp518
290,1.75,75,75,75,75,75,75,75,75,75,75,75,75,dp519
290,2.22,75,75,75,75,75,75,75,75,75,75,75,75,dp520
290,2.65,75,75,75,75,75,75,75,75,75,75,75,75,dp521
295,1.75,75,75,75,75,75,75,75,75,75,75,75,75,dp522
295,2.22,75,75,75,75,75,75,75,75,75,75,75,75,dp523
295,2.65,75,75,75,75,75,75,75,75,75,75,75,75,dp524
299,1.75,75,75,75,75,75,75,75,75,75,75,75,75,dp525
299,2.22,75,75,75,75,75,75,75,75,75,75,75,75,dp526
299,2.65,75,75,75,75,75,75,75,75,75,75,75,75,dp527
290,1.75,100,100,100,100,100,100,100,100,100,100,100,100,dp528
290,2.22,100,100,100,100,100,100,100,100,100,100,100,100,dp529
290,2.65,100,100,100,100,100,100,100,100,100,100,100,100,dp530
295,1.75,100,100,100,100,100,100,100,100,100,100,100,100,dp531
295,2.22,100,100,100,100,100,100,100,100,100,100,100,100,dp532
295,2.65,100,100,100,100,100,100,100,100,100,100,100,100,dp533
299,1.75,100,100,100,100,100,100,100,100,100,100,100,100,dp534
299,2.22,100,100,100,100,100,100,100,100,100,100,100,100,dp535
299,2.65,100,100,100,100,100,100,100,100,100,100,100,100,dp536
290,1.75,0,0,0,0,0,0,100,100,100,100,100,100,dp537
290,2.22,0,0,0,0,0,0,100,100,100,100,100,100,dp538
290,2.65,0,0,0,0,0,0,100,100,100,100,100,100,dp539
295,1.75,0,0,0,0,0,0,100,100,100,100,100,100,dp540
295,2.22,0,0,0,0,0,0,100,100,100,100,100,100,dp541
295,2.65,0,0,0,0,0,0,100,100,100,100,100,100,dp542
299,1.75,0,0,0,0,0,0,100,100,100,100,100,100,dp543
299,2.22,0,0,0,0,0,0,100,100,100,100,100,100,dp544
299,2.65,0,0,0,0,0,0,100,100,100,100,100,100,dp545
290,1.75,100,100,100,100,100,100,0,0,0,0,0,0,dp546
290,2.22,100,100,100,100,100,100,0,0,0,0,0,0,dp547
290,2.65,100,100,100,100,100,100,0,0,0,0,0,0,dp548
295,1.75,100,100,100,100,100,100,0,0,0,0,0,0,dp549
295,2.22,100,100,100,100,100,100,0,0,0,0,0,0,dp550
295,2.65,100,100,100,100,100,100,0,0,0,0,0,0,dp551
299,1.75,100,100,100,100,100,100,0,0,0,0,0,0,dp552
299,2.22,100,100,100,100,100,100,0,0,0,0,0,0,dp553
299,2.65,100,100,100,100,100,100,0,0,0,0,0,0,dp554
290,1.75,100,0,100,0,100,0,100,0,100,0,100,0,dp555
290,2.22,100,0,100,0,100,0,100,0,100,0,100,0,dp556
290,2.65,100,0,100,0,100,0,100,0,100,0,100,0,dp557
295,1.75,100,0,100,0,100,0,100,0,100,0,100,0,dp558
295,2.22,100,0,100,0,100,0,100,0,100,0,100,0,dp559
295,2.65,100,0,100,0,100,0,100,0,100,0,100,0,dp560
299,1.75,100,0,100,0,100,0,100,0,100,0,100,0,dp561
299,2.22,100,0,100,0,100,0,100,0,100,0,100,0,dp562
299,2.65,100,0,100,0,100,0,100,0,100,0,100,0,dp563
290,1.75,0,0,0,100,100,100,100,100,100,0,0,0,dp564
290,2.22,0,0,0,100,100,100,100,100,100,0,0,0,dp565
290,2.65,0,0,0,100,100,100,100,100,100,0,0,0,dp566
295,1.75,0,0,0,100,100,100,100,100,100,0,0,0,dp567
295,2.22,0,0,0,100,100,100,100,100,100,0,0,0,dp568
295,2.65,0,0,0,100,100,100,100,100,100,0,0,0,dp569
299,1.75,0,0,0,100,100,100,100,100,100,0,0,0,dp570
299,2.22,0,0,0,100,100,100,100,100,100,0,0,0,dp571
299,2.65,0,0,0,100,100,100,100,100,100,0,0,0,dp572
290,1.75,0,0,50,50,75,75,75,100,100,100,100,100,dp573
290,2.22,0,0,50,50,75,75,75,100,100,100,100,100,dp574
290,2.65,0,0,50,50,75,75,75,100,100,100,100,100,dp575
295,1.75,0,0,50,50,75,75,75,100,100,100,100,100,dp576
295,2.22,0,0,50,50,75,75,75,100,100,100,100,100,dp577
295,2.65,0,0,50,50,75,75,75,100,100,100,100,100,dp578
299,1.75,0,0,50,50,75,75,75,100,100,100,100,100,dp579
299,2.22,0,0,50,50,75,75,75,100,100,100,100,100,dp580
299,2.65,0,0,50,50,75,75,75,100,100,100,100,100,dp581
290,1.75,100,100,100,100,100,75,75,75,50,50,0,0,dp582
290,2.22,100,100,100,100,100,75,75,75,50,50,0,0,dp583
290,2.65,100,100,100,100,100,75,75,75,50,50,0,0,dp584
295,1.75,100,100,100,100,100,75,75,75,50,50,0,0,dp585
295,2.22,100,100,100,100,100,75,75,75,50,50,0,0,dp586
295,2.65,100,100,100,100,100,75,75,75,50,50,0,0,dp587
299,1.75,100,100,100,100,100,75,75,75,50,50,0,0,dp588
299,2.22,100,100,100,100,100,75,75,75,50,50,0,0,dp589
299,2.65,100,100,100,100,100,75,75,75,50,50,0,0,dp590
299,1.75,75,75,100,0,0,75,50,75,75,75,75,100,dp591
290,2.65,50,0,50,100,100,50,50,50,100,100,0,0,dp592
295,2.22,0,100,0,0,75,75,75,50,100,100,100,100,dp593
299,2.22,50,75,50,75,100,75,100,100,0,75,0,75,dp594
299,1.75,0,75,50,100,0,100,50,50,50,0,50,0,dp595
295,2.65,100,75,100,0,100,75,75,50,0,100,50,100,dp596
295,2.22,50,50,50,100,50,0,75,50,50,100,50,50,dp597
295,2.22,75,100,75,100,50,75,100,0,50,100,0,100,dp598
290,2.22,75,0,100,50,0,100,100,100,0,0,0,75,dp599
290,1.75,0,75,0,100,0,100,100,100,75,75,75,0,dp600
299,2.65,0,75,0,50,75,50,0,100,75,0,100,100,dp601
295,1.75,100,75,75,50,100,0,75,100,100,50,75,75,dp602
290,2.65,0,75,50,75,0,0,50,75,75,50,75,75,dp603
290,2.65,75,50,50,100,0,75,75,100,75,0,100,0,dp604
295,1.75,75,75,0,75,75,0,100,0,100,75,75,75,dp605
295,2.22,50,0,50,0,0,50,100,100,100,100,100,50,dp606
295,2.65,100,50,75,100,0,75,50,0,0,0,75,50,dp607
290,1.75,0,75,75,50,100,75,0,50,0,0,75,50,dp608
299,2.65,50,100,100,100,0,100,0,50,0,50,100,100,dp609
295,2.65,50,75,0,0,0,100,0,75,0,50,50,100,dp610
295,2.65,0,100,0,0,75,50,50,0,100,50,100,50,dp611
299,2.65,75,100,75,0,75,50,100,0,100,50,50,50,dp612
299,2.65,100,100,0,0,100,75,50,100,0,75,100,100,dp613
299,2.65,50,75,75,75,100,100,75,100,0,0,100,100,dp614
299,2.22,100,0,75,100,0,0,50,75,75,50,50,75,dp615
299,2.22,100,0,100,100,0,50,0,100,50,100,0,0,dp616
299,2.65,0,0,75,75,100,100,75,100,100,50,100,0,dp617
299,1.75,100,100,50,100,100,50,75,100,50,0,75,0,dp618
290,2.22,100,50,50,50,50,75,100,0,0,100,0,100,dp619
290,2.22,0,100,100,100,100,100,75,75,0,100,0,100,dp620
299,2.65,50,75,50,50,50,50,50,0,75,50,100,75,dp621
299,2.22,0,50,0,100,75,100,0,0,100,0,100,75,dp622
299,1.75,100,0,100,100,50,0,50,0,50,75,100,0,dp623
290,1.75,0,50,0,75,75,100,0,100,75,0,0,100,dp624
299,1.75,100,75,100,50,0,50,75,50,50,75,100,50,dp625
295,2.65,50,75,50,75,75,50,50,50,0,100,0,0,dp626
299,2.22,100,75,0,50,75,50,75,50,0,100,0,100,dp627
295,2.65,0,100,0,100,0,100,100,50,100,50,100,75,dp628
299,2.65,100,50,50,100,75,75,50,75,0,50,75,50,dp629
290,2.22,50,50,50,0,100,50,50,75,50,75,100,0,dp630
290,1.75,100,100,100,0,75,100,50,0,100,100,50,75,dp631
299,2.65,100,100,100,0,50,100,50,50,75,0,100,75,dp632
299,2.22,75,50,0,50,0,50,75,75,0,100,0,0,dp633
295,2.22,0,75,50,100,50,50,100,0,100,0,0,0,dp634
290,2.65,100,75,0,50,0,75,75,100,50,100,75,0,dp635
295,1.75,0,50,100,0,75,0,50,50,50,100,0,100,dp636
295,2.22,100,0,75,100,0,50,50,0,75,50,50,50,dp637
290,2.22,100,75,50,50,75,50,100,0,100,0,0,100,dp638
299,2.22,0,100,100,100,75,100,100,100,50,75,100,0,dp639
290,1.75,75,75,0,100,75,0,0,100,50,75,100,0,dp640
290,2.65,50,50,0,75,50,75,75,0,50,100,0,50,dp641
295,2.22,50,50,75,0,75,100,50,0,50,0,75,0,dp642
290,1.75,0,0,100,50,0,0,100,100,75,0,75,100,dp643
295,1.75,75,100,100,75,50,100,0,100,0,75,0,75,dp644
290,2.65,0,50,0,0,50,100,100,0,50,0,75,75,dp645
290,1.75,0,75,100,0,75,100,50,75,100,100,75,50,dp646
299,1.75,0,75,100,0,100,75,0,100,0,75,100,0,dp647
299,1.75,0,50,50,75,50,75,50,0,75,75,0,75,dp648
299,2.22,75,100,0,50,50,100,0,0,50,75,50,0,dp649
295,1.75,50,75,50,50,0,0,0,50,75,100,100,0,dp650
290,2.22,100,0,75,75,0,0,100,100,50,100,75,75,dp651
290,2.22,75,75,50,50,75,75,50,75,0,0,50,100,dp652
295,2.22,100,100,100,0,75,0,75,0,75,0,100,50,dp653
290,2.65,100,0,0,100,0,50,0,50,50,100,0,100,dp654
290,1.75,75,0,100,50,0,75,100,0,100,75,75,100,dp655
290,2.22,75,0,0,50,75,75,0,0,50,50,75,100,dp656
299,1.75,75,100,50,100,100,100,50,100,100,100,0,100,dp657
295,2.22,100,50,100,50,100,100,0,0,100,100,75,50,dp658
299,1.75,0,0,0,100,0,100,100,0,0,50,75,0,dp659
295,2.22,75,100,0,75,0,50,50,100,50,50,75,0,dp660
290,2.65,100,0,50,0,50,100,75,0,75,0,50,75,dp661
290,2.22,75,75,0,0,0,50,0,75,75,0,0,100,dp662
299,2.22,100,0,0,75,0,50,75,0,75,0,0,0,dp663
295,2.22,75,0,0,50,0,50,0,75,0,0,100,50,dp664
290,1.75,100,100,50,100,75,100,75,50,50,50,50,50,dp665
299,2.65,50,100,0,50,100,0,50,50,75,0,0,100,dp666
299,2.65,75,75,0,0,50,50,75,75,75,50,100,100,dp667
295,2.22,50,50,50,50,75,75,75,75,50,100,0,50,dp668
290,2.65,100,50,75,50,75,0,0,0,100,50,100,0,dp669
295,1.75,100,100,100,0,50,50,0,50,0,50,75,75,dp670
299,2.65,75,0,75,75,100,75,75,50,100,100,100,100,dp671
290,2.65,100,75,75,0,100,50,0,50,75,75,0,0,dp672
295,2.22,0,50,0,50,0,0,0,100,50,50,50,0,dp673
295,2.22,0,75,0,50,0,75,0,50,75,100,50,75,dp674
299,1.75,0,50,100,0,100,0,75,0,100,75,75,75,dp675
295,2.22,50,100,75,50,100,50,0,50,50,75,100,75,dp676
299,2.65,75,75,50,75,75,100,0,50,50,50,75,75,dp677
299,1.75,75,0,100,50,75,0,0,75,50,50,50,100,dp678
290,1.75,0,100,0,100,50,75,0,0,50,75,100,75,dp679
295,2.22,75,100,100,0,100,75,50,0,0,50,100,50,dp680
295,2.65,100,75,0,50,0,0,0,0,50,0,50,50,dp681
299,2.22,75,50,50,50,75,100,75,0,75,75,75,75,dp682
290,2.65,50,50,100,100,75,100,75,50,50,0,50,100,dp683
295,2.65,50,0,50,75,75,100,50,75,0,100,0,50,dp684
295,2.22,100,75,100,0,100,0,100,75,0,50,50,100,dp685
295,1.75,50,75,75,100,0,75,75,0,50,50,100,50,dp686
290,2.65,50,100,50,0,100,50,100,0,75,0,0,0,dp687
290,2.65,75,100,50,75,75,50,75,0,0,50,100,100,dp688
295,2.22,0,100,75,0,50,100,75,75,0,100,100,50,dp689
290,2.65,0,0,50,100,50,75,0,0,0,75,75,50,dp690
295,2.22,100,0,0,50,0,50,100,100,75,100,50,100,dp691
299,1.75,50,0,75,75,75,0,0,0,0,75,75,50,dp692
295,1.75,100,100,75,75,75,50,50,75,75,75,100,50,dp693
299,2.65,0,0,100,50,75,75,100,0,50,0,0,0,dp694
290,2.65,75,0,50,100,50,50,50,0,75,50,0,50,dp695
295,1.75,75,75,100,0,100,100,100,75,0,100,0,0,dp696
299,1.75,50,75,75,75,75,100,100,50,75,75,0,100,dp697
299,2.22,50,100,50,50,100,75,75,50,50,75,100,50,dp698
290,2.22,50,0,0,75,100,100,75,100,100,100,100,100,dp699
290,1.75,100,75,50,0,100,75,50,0,50,75,0,50,dp700
290,2.22,75,75,0,50,0,0,50,50,100,50,75,0,dp701
290,2.65,50,75,75,100,75,0,75,0,0,0,50,100,dp702
290,1.75,50,0,75,75,100,0,50,75,50,50,75,50,dp703
299,2.22,75,0,100,75,75,100,75,75,50,100,0,75,dp704
295,1.75,100,0,0,0,75,75,50,50,100,50,0,0,dp705
299,1.75,100,0,0,100,50,50,100,75,0,100,0,75,dp706
290,1.75,50,75,75,75,100,75,50,100,50,0,0,0,dp707
290,2.22,100,100,75,50,0,50,75,75,50,50,50,100,dp708
290,2.22,50,50,75,75,100,0,100,0,75,75,75,100,dp709
295,2.22,75,50,50,100,0,75,75,100,100,50,75,0,dp710
290,1.75,75,75,100,75,75,75,0,100,50,0,75,0,dp711
299,2.65,0,100,75,100,50,75,100,100,50,100,100,50,dp712
299,1.75,50,0,50,75,75,100,50,75,50,75,0,75,dp713
290,2.65,100,0,75,100,0,100,50,50,0,75,0,100,dp714
299,2.22,75,50,75,75,75,100,100,0,0,50,100,50,dp715
290,2.22,0,100,75,100,50,50,100,100,0,50,50,100,dp716
299,2.22,75,100,100,0,50,75,0,50,0,100,50,0,dp717
290,2.65,0,50,50,75,50,100,50,50,0,0,50,75,dp718
290,2.65,50,50,100,0,50,100,0,50,50,0,0,0,dp719
295,2.22,100,75,0,50,50,0,75,0,75,50,75,100,dp720
295,1.75,0,0,75,50,0,0,50,0,100,50,50,50,dp721
295,2.22,75,0,75,0,100,75,50,0,0,75,100,75,dp722
290,2.65,75,100,75,50,50,75,75,100,50,50,0,100,dp723
290,2.22,100,75,100,75,75,100,75,0,50,75,0,75,dp724
295,1.75,50,50,0,0,0,100,0,0,0,0,75,100,dp725
295,1.75,75,75,75,50,0,100,100,75,50,50,50,100,dp726
299,1.75,100,75,75,0,0,0,50,0,75,0,75,100,dp727
295,2.65,100,75,0,0,75,0,50,100,50,100,0,50,dp728
290,2.65,75,50,0,0,50,75,100,50,100,75,0,75,dp729
295,1.75,50,50,75,50,75,0,75,0,75,100,100,50,dp730
299,2.65,0,50,75,50,100,75,75,50,75,50,75,0,dp731
295,2.65,100,75,100,100,0,50,75,0,75,100,50,75,dp732
299,2.65,75,100,0,100,0,50,0,0,50,0,100,0,dp733
295,2.22,50,75,75,50,50,50,75,75,0,0,50,100,dp734
299,2.65,75,50,100,0,50,0,0,50,0,100,0,100,dp735
299,1.75,50,50,0,75,75,100,0,0,50,0,75,0,dp736
295,2.22,50,100,50,50,0,0,100,0,0,50,75,0,dp737
299,1.75,0,100,100,100,75,50,0,0,0,75,100,50,dp738
299,2.65,50,100,75,50,0,50,0,75,100,100,75,100,dp739
290,2.65,50,0,75,0,50,50,75,50,0,50,0,0,dp740
295,2.65,100,50,0,0,50,75,75,0,0,75,100,50,dp741
290,1.75,75,50,75,50,50,50,0,100,75,100,75,50,dp742
290,1.75,75,0,0,100,50,0,50,75,0,100,75,75,dp743
290,1.75,75,0,50,100,50,0,75,100,0,0,75,75,dp744
295,2.65,50,100,75,0,100,50,50,50,0,100,100,0,dp745
290,1.75,0,50,100,0,100,50,0,75,50,75,100,100,dp746
295,2.65,0,0,0,50,100,75,100,100,100,0,75,75,dp747
290,1.75,75,0,0,0,50,100,75,75,50,100,75,0,dp748
299,1.75,50,0,75,75,75,50,50,100,75,0,50,75,dp749
299,2.22,100,50,50,0,0,100,75,50,100,0,50,75,dp750
290,1.75,0,100,75,50,100,100,100,0,75,100,50,75,dp751
295,2.65,50,0,100,50,75,100,100,75,50,0,0,50,dp752
295,2.65,100,0,100,50,0,50,50,0,50,50,100,75,dp753
295,2.22,50,100,75,0,100,100,75,75,100,0,100,75,dp754
290,2.65,0,50,75,75,100,75,75,50,75,50,50,50,dp755
295,1.75,100,0,75,0,0,75,75,75,0,0,75,100,dp756
295,2.65,50,100,50,75,75,75,0,50,100,100,100,0,dp757
290,2.65,100,0,75,100,50,75,0,0,75,75,0,50,dp758
295,2.65,50,0,75,100,0,0,100,100,50,75,100,100,dp759
299,2.22,0,0,0,0,100,75,75,50,50,100,75,75,dp760
290,1.75,100,100,50,75,100,50,75,0,50,50,75,0,dp761
295,1.75,50,100,0,100,75,50,50,0,0,50,100,100,dp762
299,1.75,0,100,0,50,50,100,50,50,75,75,50,100,dp763
299,1.75,0,0,100,50,0,100,75,50,75,100,0,0,dp764
290,2.22,100,75,100,50,50,100,100,0,50,100,100,50,dp765
290,2.22,0,0,0,0,50,0,0,100,50,50,75,50,dp766
295,2.65,50,50,50,50,75,50,50,75,100,0,100,75,dp767
290,2.65,75,50,0,50,0,75,75,100,0,50,100,100,dp768
295,2.22,100,50,75,75,75,75,75,100,100,100,50,50,dp769
295,2.22,75,75,75,0,100,50,50,75,50,50,100,75,dp770
290,1.75,0,75,50,75,75,50,100,0,100,0,75,0,dp771
299,2.65,100,50,50,50,75,50,0,100,100,0,75,75,dp772
295,2.65,75,0,0,50,75,75,0,75,100,0,50,0,dp773
299,2.22,0,100,100,0,100,100,100,50,100,100,100,50,dp774
290,2.65,100,0,100,50,0,50,100,100,50,75,50,100,dp775
295,2.65,50,75,75,50,50,0,100,75,0,50,100,0,dp776
299,1.75,75,50,100,100,100,50,75,50,100,50,50,50,dp777
299,1.75,0,50,0,0,50,50,100,0,75,50,100,75,dp778
290,2.22,75,50,0,75,0,0,100,50,75,0,0,75,dp779
290,1.75,75,75,75,75,50,75,50,50,100,50,0,50,dp780
295,1.75,0,0,100,100,75,100,0,0,100,50,100,100,dp781
290,2.65,0,75,0,100,0,0,0,100,100,100,100,75,dp782
299,2.22,100,75,0,100,50,50,50,0,75,0,100,50,dp783
290,1.75,75,75,50,0,0,75,0,0,0,75,50,100,dp784
295,1.75,50,100,75,75,50,50,0,50,0,0,75,75,dp785
299,2.65,50,75,100,50,100,75,100,50,0,100,100,50,dp786
295,2.65,100,50,0,0,75,100,0,100,50,0,75,50,dp787
299,2.22,0,75,75,50,75,50,50,50,50,0,50,100,dp788
299,1.75,100,75,100,0,50,100,0,0,75,75,100,50,dp789
290,1.75,0,50,50,100,50,50,100,50,75,0,0,0,dp790
290,1.75,0,0,0,75,0,75,100,50,0,50,50,100,dp791
295,2.65,50,50,50,0,0,75,75,0,75,0,100,50,dp792
295,2.65,0,0,75,0,100,50,75,75,0,75,100,0,dp793
290,1.75,0,100,0,75,100,50,50,75,75,100,50,50,dp794
295,2.22,50,0,75,0,50,100,100,50,50,100,0,0,dp795
295,1.75,100,0,50,100,0,75,100,100,75,75,100,75,dp796
295,2.22,50,100,75,75,0,0,75,75,75,100,75,0,dp797
299,1.75,100,75,75,75,100,0,0,50,75,50,50,0,dp798
290,2.22,75,0,75,100,75,100,100,50,100,50,50,50,dp799
290,1.75,100,50,0,50,75,75,75,100,50,75,0,75,dp800
299,2.65,100,0,50,0,50,100,100,100,100,50,75,50,dp801
290,1.75,50,75,75,0,75,50,50,0,50,100,0,50,dp802
290,2.65,50,100,50,0,0,50,100,100,100,0,50,75,dp803
290,2.22,100,75,100,100,75,50,0,50,75,100,50,0,dp804
299,2.22,0,75,0,75,100,50,0,75,0,0,50,100,dp805
290,2.65,75,100,75,100,75,50,0,50,0,0,0,50,dp806
290,2.22,100,75,75,0,50,75,50,50,0,75,0,0,dp807
299,2.65,100,100,50,75,100,50,50,50,100,75,0,50,dp808
290,1.75,100,75,0,100,0,75,50,0,75,100,0,0,dp809
295,1.75,100,75,100,0,100,50,100,50,75,50,100,0,dp810
295,2.65,50,50,50,75,100,50,50,0,75,50,75,50,dp811
295,2.22,100,0,0,0,75,75,0,75,100,50,50,50,dp812
290,2.65,100,100,0,100,100,100,100,75,100,50,0,75,dp813
